fixDuration,resp.keys,resp.corr,pracLoop.thisRepN,pracLoop.thisTrialN,pracLoop.thisN,pracLoop.thisIndex,pracLoop.ran,pracLoop.order,cue,tar,corrAns,targOrientation,participant,session,date,expName,psychopyVersion,frameRate,resp.rt,instResp.keys,instResp.rt,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,blockLoop.ran,blockLoop.order,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,mainLoop.ran,mainLoop.order
0.75,,0,1,0,24,20,1,23,stim/lower.png,stim/incongLeft.png,right,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,,,,,,,,,,,,,,,
1.05,left,1,1,0,24,13,1,23,stim/both.png,stim/congRight.png,left,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.727999926,,,,,,,,,,,,,,
0.55,left,1,1,0,24,2,1,23,stim/centre.png,stim/congLeft.png,left,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.513999939,,,,,,,,,,,,,,
0.95,right,1,1,0,24,7,1,23,stim/blank.png,stim/congLeft.png,right,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.580000162,,,,,,,,,,,,,,
1,right,1,1,0,24,5,1,23,stim/both.png,stim/congLeft.png,right,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.447000027,,,,,,,,,,,,,,
1,left,1,1,0,24,15,1,23,stim/blank.png,stim/congRight.png,left,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.31400013,,,,,,,,,,,,,,
1,right,0,1,0,24,16,1,23,stim/upper.png,stim/incongLeft.png,left,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,1.36500001,,,,,,,,,,,,,,
0.9,left,1,1,0,24,1,1,23,stim/both.png,stim/congLeft.png,left,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.497999907,,,,,,,,,,,,,,
1.55,,0,1,0,24,6,1,23,stim/centre.png,stim/congLeft.png,right,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,,,,,,,,,,,,,,,
1.15,right,1,1,0,24,4,1,23,stim/lower.png,stim/congLeft.png,right,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.547999859,,,,,,,,,,,,,,
0.4,right,0,1,0,24,18,1,23,stim/centre.png,stim/incongLeft.png,left,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.964999914,,,,,,,,,,,,,,
0.95,left,1,1,0,24,12,1,23,stim/lower.png,stim/congRight.png,left,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.364000082,,,,,,,,,,,,,,
1.4,right,1,1,0,24,9,1,23,stim/both.png,stim/congRight.png,right,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.648000002,,,,,,,,,,,,,,
1.25,right,1,1,0,24,11,1,23,stim/blank.png,stim/congRight.png,right,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.463000059,,,,,,,,,,,,,,
1.15,left,1,1,0,24,3,1,23,stim/blank.png,stim/congLeft.png,left,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.430999994,,,,,,,,,,,,,,
0.85,right,1,1,0,24,10,1,23,stim/centre.png,stim/congRight.png,right,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.362999916,,,,,,,,,,,,,,
1.3,right,0,1,0,24,19,1,23,stim/blank.png,stim/incongLeft.png,left,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.765000105,,,,,,,,,,,,,,
1.25,left,1,1,0,24,0,1,23,stim/upper.png,stim/congLeft.png,left,0,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.364000082,,,,,,,,,,,,,,
0.8,right,1,1,0,24,23,1,23,stim/blank.png,stim/incongLeft.png,right,180,20,001,2020-04-22_16h01.40.889,ANT,3.1.3,60,0.762999773,,,,,,,,,,,,,,
