fixDuration, resp.keys, resp.corr, resp.rt, instResp.keys, instResp.rt, pracLoop.thisRepN, pracLoop.thisTrialN, pracLoop.thisN, pracLoop.thisIndex, pracLoop.ran, pracLoop.order, cue, tar, corrAns, targOrientation, blockLoop.thisRepN, blockLoop.thisTrialN, blockLoop.thisN, blockLoop.thisIndex, blockLoop.ran, blockLoop.order, mainLoop.thisRepN, mainLoop.thisTrialN, mainLoop.thisN, mainLoop.thisIndex, mainLoop.ran, mainLoop.order, cue, tar, corrAns, targOrientation, mainLoop.thisRepN, mainLoop.thisTrialN, mainLoop.thisN, mainLoop.thisIndex, mainLoop.ran, mainLoop.order, cue, tar, corrAns, targOrientation, mainLoop.thisRepN, mainLoop.thisTrialN, mainLoop.thisN, mainLoop.thisIndex, mainLoop.ran, mainLoop.order, cue, tar, corrAns, targOrientation, participant, session, date, expName, psychopyVersion, frameRate
1.4000000000000008, left, 1, 1.01400000000001, undefined, undefined, 1, 0, 48, 12, 1, 47, stim/lower.png, stim/congRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/lower.png, stim/congRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/lower.png, stim/congRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/lower.png, stim/congRight.png, left, 180, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
1.0000000000000004, left, 1, 1.0219999999999914, undefined, undefined, 1, 0, 48, 2, 1, 47, stim/centre.png, stim/congLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/congLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/congLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/congLeft.png, left, 0, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
1.3500000000000008, right, 1, 1.0470000000000255, undefined, undefined, 1, 0, 48, 43, 1, 47, stim/blank.png, stim/neutralRight.png, right, 0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/neutralRight.png, right, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/neutralRight.png, right, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/neutralRight.png, right, 0, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
0.45, left, 1, 1.113999999999976, undefined, undefined, 1, 0, 48, 15, 1, 47, stim/blank.png, stim/congRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/congRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/congRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/congRight.png, left, 180, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
1.0000000000000004, left, 1, 1.0300000000000296, undefined, undefined, 1, 0, 48, 35, 1, 47, stim/blank.png, stim/neutralLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/neutralLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/neutralLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/neutralLeft.png, left, 0, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
1.3500000000000008, left, 1, 1.2969999999999686, undefined, undefined, 1, 0, 48, 19, 1, 47, stim/blank.png, stim/incongLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/incongLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/incongLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/blank.png, stim/incongLeft.png, left, 0, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
0.9500000000000004, left, 1, 0.9800000000000182, undefined, undefined, 1, 0, 48, 34, 1, 47, stim/centre.png, stim/neutralLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/neutralLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/neutralLeft.png, left, 0, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/neutralLeft.png, left, 0, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
0.4, left, 1, 1.0980000000000132, undefined, undefined, 1, 0, 48, 29, 1, 47, stim/both.png, stim/incongRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/both.png, stim/incongRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/both.png, stim/incongRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/both.png, stim/incongRight.png, left, 180, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
0.9500000000000004, right, 1, 1.1480000000000246, undefined, undefined, 1, 0, 48, 21, 1, 47, stim/both.png, stim/incongLeft.png, right, 180, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/both.png, stim/incongLeft.png, right, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/both.png, stim/incongLeft.png, right, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/both.png, stim/incongLeft.png, right, 180, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
0.9000000000000004, left, 1, 1.1479999999999677, undefined, undefined, 1, 0, 48, 46, 1, 47, stim/centre.png, stim/neutralRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/neutralRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/neutralRight.png, left, 180, undefined, undefined, undefined, undefined, undefined, undefined, stim/centre.png, stim/neutralRight.png, left, 180, cs210_June, 001, 2019-02-11_12h19.49.940, ANT, 3.0.0b12, 60
