fixDuration,resp.keys,resp.corr,resp.rt,participant,session,date,expName,psychopyVersion,frameRate,instResp.keys,instResp.rt
0.95,left,1,0.493999958,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,left,1,0.493999958,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.492000103,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,right,1,0.493000031,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.55,right,1,0.794000149,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.85,left,1,0.662000179,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,left,1,0.50999999,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,right,1,0.611000061,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,right,1,0.625,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.6,left,1,0.54399991,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.5,left,1,0.609999895,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.50999999,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.85,left,1,0.526000023,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,left,1,0.593999863,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.4,right,1,0.526000023,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,right,1,0.611000061,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.45,right,1,0.526000023,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.6,right,1,0.477999926,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.49000001,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.493999958,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,right,1,0.444000006,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,right,1,0.629999876,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1,left,1,0.709000111,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.5,left,1,0.576999903,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,right,1,0.608999968,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.4,left,1,0.644000053,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.55,right,1,0.493000031,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1,left,1,0.594000101,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.7,right,1,0.50999999,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.6,left,1,0.593999863,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1,left,1,0.625999928,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.5,left,1,0.493999958,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,right,1,0.662999868,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.7,right,1,0.592999935,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
,,,,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.85,right,1,0.442000151,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,left,1,0.493999958,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.626999855,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,left,1,0.50999999,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,right,1,0.578999996,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.45,right,1,0.644999981,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,right,1,0.495000124,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.509000063,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,right,1,0.378000021,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,right,1,0.413000107,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1,left,1,0.525999784,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.85,right,1,0.594000101,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.555999994,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,right,1,0.44299984,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,left,1,0.627000093,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,left,1,0.679000139,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1,left,1,0.579999924,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,left,1,0.445000172,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,right,1,0.477999926,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,left,1,0.546000004,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.5,left,1,0.677999973,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,right,1,0.476000071,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.594000101,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.494999886,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.5,left,1,0.596000195,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,left,1,0.529000044,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,left,1,0.576999903,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,left,1,0.493000031,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.562999964,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.7,right,1,0.560000181,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.55,left,1,0.50999999,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,left,1,0.542999983,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,right,1,0.460000038,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.55,right,1,0.663000107,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.462000132,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,left,1,0.496000051,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.4,right,1,0.626000166,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1,left,1,0.542000055,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,right,0,0.691999912,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.7,left,1,0.625,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,right,1,0.527999878,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,left,1,0.611000061,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.563000202,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.6,right,1,0.595999956,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,left,1,0.78000021,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.611000061,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,right,1,0.526000023,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.55,right,1,0.532000065,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.35,right,1,0.460000038,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.55,left,1,0.676000118,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.35,right,1,0.710000038,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.678999901,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,left,1,0.676999807,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,right,1,0.563999891,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.525000095,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,right,1,0.621999979,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,left,1,0.537999868,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.5,left,1,0.645999908,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.35,left,1,0.611000061,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,right,1,0.477999926,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,left,1,0.635999918,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,right,1,0.548000097,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.4,left,1,0.492000103,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,left,1,0.582999945,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,right,1,0.626999855,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,left,1,0.813999891,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,right,1,0.478999853,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,left,1,0.592999935,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,left,1,0.462000132,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.544000149,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.45,right,1,0.52699995,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.35,right,1,0.473999977,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.751000166,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,left,1,0.644999981,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.85,right,1,0.746000051,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,right,1,0.611000061,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,right,1,0.526000023,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,right,1,0.477999926,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.477999926,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,left,1,0.56099987,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,left,1,0.595000029,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.55,left,1,0.461000204,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,left,1,0.377000093,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,right,1,0.528000116,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.494999886,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,left,1,0.531000137,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,right,1,0.609999895,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.7,left,1,0.81099987,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.6,right,1,0.562000036,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,right,1,0.476000071,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,right,1,0.459000111,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,left,1,0.496999979,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.609999895,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,left,1,0.529000044,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,right,1,0.444000006,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,left,1,0.479000092,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
,,,,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.8,right,1,0.527000189,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,left,1,0.578999996,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.546999931,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,left,1,0.430999994,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,left,1,0.52699995,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,left,1,0.677000046,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,right,1,0.493000031,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.35,right,1,0.762999773,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.627000093,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.45,right,1,0.526000023,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.4,left,1,0.657999992,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.45,right,1,0.943000078,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,right,1,0.542999983,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,right,1,0.628000021,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.45,left,1,0.611999989,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,right,1,0.578999996,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.609999895,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.55,left,1,0.677999973,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,right,1,0.542999983,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.8,right,1,0.644999981,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,left,1,0.592000008,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.4,right,1,1.059000015,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,right,1,0.530999899,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.7,right,1,0.493000031,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,left,1,0.529999971,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.5,right,1,0.529000044,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
