fixDuration,resp.keys,resp.corr,resp.rt,participant,session,date,expName,psychopyVersion,frameRate,instResp.keys,instResp.rt
0.85,left,1,0.706999779,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.7,right,1,0.707999945,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.75,right,1,1.077000141,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.75,right,1,0.711999893,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.2,left,1,0.680000067,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.4,left,1,0.477999926,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.5,left,1,1.013000011,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.75,left,1,0.659999847,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.45,right,1,0.592999935,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.5,left,1,0.677999973,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.45,left,1,0.845999956,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.35,right,1,0.729000092,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.55,right,1,0.477999926,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.85,right,1,0.792999983,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.4,right,1,0.694000006,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.45,left,1,0.913999796,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.95,left,1,0.644999981,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.45,left,1,0.626999855,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.55,right,1,0.728999853,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.5,left,1,0.594000101,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.1,right,1,0.694000006,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.55,right,1,0.628000021,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.5,left,1,0.644999981,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.45,right,1,1.129000187,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.65,left,1,0.56099987,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,space,7.38499999
1.2,right,0,0.506999969,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.8,right,1,0.694000006,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.7,left,1,0.725999832,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.3,right,1,0.746000051,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.55,left,1,0.673999786,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.35,right,1,0.592999935,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.2,right,1,0.528000116,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.05,right,1,0.528000116,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.6,left,1,0.925000191,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.35,left,1,0.824999809,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.25,left,1,0.671000004,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.3,right,1,0.796000004,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.25,right,1,0.608999968,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.4,left,1,0.763000011,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.1,right,1,0.746000051,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.35,right,1,0.646000147,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.95,right,1,0.562000036,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.05,left,1,0.559999943,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.9,right,1,0.778000116,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.45,left,1,0.676999807,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.15,left,1,0.576999903,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.5,right,1,0.779000044,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.5,right,1,0.592999935,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.3,left,1,0.728999853,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.15,right,1,0.729000092,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.6,right,1,0.596000195,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.75,left,1,0.613000154,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.65,right,1,0.645999908,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.55,right,1,0.662000179,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.65,left,1,0.857999802,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.5,right,1,0.661000013,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1,left,1,0.663000107,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.4,right,1,0.526000023,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.55,left,1,0.861999989,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.45,left,1,0.728999853,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.65,left,1,0.806999922,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.3,left,1,0.680999994,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.25,left,1,0.493000031,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.8,right,1,0.588000059,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.9,left,1,0.661999941,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
0.85,left,1,0.744000196,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
1.55,left,1,0.767999887,,001,2019-09-16_17h01.40.726,ANT,3.1.3,60,,
